x,y,TRACKID,DEPOT_ID,sids,ts
"-77.04669952",38.95206833,1,1,982,48
"-76.97814178",38.85937119,7,7,235,6
"-76.99095154",38.93814087,10,10,10,6
"-76.93421173",38.91936874,9,9,4,57
"-76.95189667",38.91928101,9,9,531,7
"-77.04421234",38.91070938,4,4,981,4
"-77.03636932",38.99066162,1,1,938,13
"-76.98072815",38.88027954,7,7,897,6
"-77.05927277",38.91130066,4,4,193,40
"-76.96309662",38.86288834,7,7,233,3
"-77.04065704",38.88037872,5,5,649,16
"-76.93656921",38.90148163,9,9,941,34
"-77.04097748",38.95138168,1,1,101,18
"-77.0090332",38.95568848,10,10,323,35
"-77.02658844",38.87593079,5,5,156,59
"-77.05838013",38.95851898,2,2,372,2
"-77.01972198",38.92790985,10,10,281,4
"-77.11142731",38.92974091,3,3,143,51
"-77.03510284",38.87617111,5,5,70,10
"-77.07653809",38.91419983,4,4,4,32
"-76.97129059",38.91213989,8,8,769,28
"-76.97395325",38.89170837,8,8,784,19
"-76.99311066",38.9039917,10,10,948,9
"-77.02323151",38.929039,10,10,585,3
"-77.06572723",38.90330887,4,4,613,18
"-77.07322693",38.90591812,4,4,892,1
"-76.99491119",38.84975815,7,7,7,74
"-76.95133209",38.90904999,9,9,9,1
"-76.98121643",38.84220886,7,7,11,18
"-77.00853729",38.90723038,5,5,414,10
"-76.95755768",38.92012024,9,9,224,69
"-76.99913788",38.93534088,10,10,176,22
"-77.04564667",38.92092896,4,4,217,11
"-77.0008316",38.82685089,6,6,871,2
"-77.01615143",38.90475082,5,5,819,88
"-77.05751038",38.95357132,2,2,540,1
"-76.98594666",38.94454956,10,10,987,14
"-76.97399139",38.87625885,7,7,25,4
"-77.04647064",38.9007988,5,5,593,7
"-77.02375793",38.88880157,5,5,364,5
"-77.04679108",38.88687897,5,5,208,21
"-76.9626236",38.89707184,8,8,321,16
"-76.96095276",38.90970993,9,9,592,3
"-76.95913696",38.90034103,8,8,249,56
"-77.03539276",38.89912033,5,5,720,20
"-76.94017029",38.88537979,8,8,436,4
"-77.01763153",38.9133606,5,5,106,7
"-77.01509857",38.92657852,10,10,962,46
"-77.02916718",38.90858078,5,5,369,5
"-77.04946899",38.94340897,1,1,469,46
"-77.10529327",38.92712021,3,3,3,47
"-77.04638672",38.92713928,4,4,330,7
"-77.01719666",38.82088089,6,6,643,49
"-76.99881744",38.93735123,10,10,176,8
"-77.00626373",38.93661118,10,10,880,18
"-76.94521332",38.90317917,9,9,9,19
"-77.02780914",38.89052963,5,5,713,12
"-77.02137756",38.9249382,10,10,962,5
"-77.02288055",38.95930099,1,1,1,15
"-76.9901886",38.92309189,10,10,431,2
"-77.01693726",38.82249832,6,6,1000,28
"-77.10108185",38.91120148,3,3,878,20
"-76.97441864",38.88750839,8,8,984,15
"-77.04039764",38.95064926,1,1,801,25
"-76.95950317",38.87886047,8,8,699,15
"-76.97244263",38.90457916,8,8,482,16
"-76.96868896",38.85137177,7,7,491,44
"-76.94259644",38.90864182,9,9,398,8
"-76.97078705",38.91333008,10,10,333,7
"-76.91356659",38.89445114,9,9,568,6
"-76.93522644",38.88436127,8,8,436,46
"-76.94338226",38.89387894,9,9,35,2
"-77.05381775",38.96752167,1,1,426,12
"-77.02220917",38.97879028,1,1,258,17
"-77.04911041",38.94924927,1,1,602,79
"-76.98596191",38.85453033,7,7,843,7
"-76.99117279",38.8746109,7,7,7,54
"-77.01789093",38.9140892,5,5,819,63
"-77.10385895",38.94298172,3,3,279,2
"-76.97424316",38.8973999,8,8,784,42
"-76.96064758",38.91656876,9,9,405,5
"-77.0579071",38.94789124,2,2,550,17
"-76.98509216",38.86885071,7,7,918,1
"-77.04123688",38.94480133,1,1,515,2
"-76.95334625",38.91891861,9,9,224,83
"-76.94715118",38.91854095,9,9,531,34
"-77.04347229",38.8924408,5,5,742,12
"-77.02841187",38.88259888,5,5,5,94
"-77.07655334",38.93534851,2,2,923,12
"-77.11611176",38.92961121,3,3,934,16
"-77.03740692",38.9069519,5,5,229,6
"-76.98590088",38.84273911,7,7,11,3
"-77.05114746",38.95898819,1,1,426,60
"-77.01216888",38.87506866,5,5,868,28
"-77.0075531",38.81969833,6,6,976,8
"-77.0561676",38.90079117,4,4,970,27
"-77.00585938",38.90642166,5,5,587,3
"-77.03321075",38.88254166,5,5,870,2
"-76.97466278",38.92235947,10,10,729,6
"-76.98444366",38.93286896,10,10,920,1
"-76.93374634",38.89971924,9,9,818,2
"-76.97868347",38.92792892,10,10,427,4
"-77.0503006",38.95043945,1,1,602,93
"-76.9910965",38.87329865,7,7,273,60
"-77.05065155",38.9854393,1,1,625,4
"-77.07060242",38.90081024,4,4,990,7
"-77.03347015",38.87854004,5,5,6,14
"-76.99167633",38.87331009,7,7,273,64
"-77.01434326",38.91556931,5,5,290,6
"-76.95632172",38.85942841,8,8,230,18
"-76.98841858",38.88972092,7,7,202,5
"-76.95140839",38.90134811,9,9,434,15
"-76.94680023",38.90216064,9,9,347,69
"-77.02970886",38.92863083,5,5,786,54
"-76.93238068",38.88486099,9,9,600,10
"-76.94467163",38.91812897,9,9,531,35
"-76.97502136",38.86299896,7,7,532,21
"-76.96053314",38.88933182,8,8,453,7
"-77.03633881",38.96519852,1,1,1,53
"-77.05037689",38.95304108,1,1,982,5
"-77.0861969",38.95331955,2,2,788,3
"-77.00335693",38.96453094,10,10,516,37
"-76.96935272",38.88648987,8,8,769,140
"-76.98140717",38.9407196,10,10,10,8
"-76.94200134",38.9156189,9,9,606,26
"-76.9765625",38.89886856,8,8,769,71
"-76.97828674",38.91296005,10,10,905,17
"-77.0639267",38.96763992,2,2,362,1
"-77.09779358",38.91321182,3,3,143,9
"-77.03195953",38.90586853,5,5,693,12
"-77.07608795",38.93571854,2,2,575,11
"-77.0174408",38.82178879,6,6,886,23
"-77.01509094",38.84125137,6,6,893,2
"-77.02189636",38.88254929,5,5,313,54
"-77.03500366",38.88187027,5,5,870,9
"-77.01261902",38.88428116,5,5,190,31
"-77.02285004",38.92641068,10,10,962,12
"-77.03938293",38.92882919,4,4,753,3
"-77.10337067",38.91299057,3,3,878,36
"-77.06638336",38.93785858,2,2,875,10
"-77.0205307",38.97650909,1,1,445,7
"-77.07987213",38.93350983,2,2,526,4
"-77.00720978",38.84511185,6,6,852,15
"-76.96975708",38.9175415,10,10,785,15
"-76.97371674",38.87623978,7,7,25,6
"-77.07566833",38.90504074,4,4,808,50
"-77.02271271",38.92552185,5,5,819,21
"-77.04335785",38.95981979,1,1,668,46
"-76.98365784",38.85726166,7,7,7,30
"-76.99568939",38.92557907,10,10,58,3
"-77.09674835",38.95103836,2,2,396,9
"-76.97476959",38.89331055,8,8,88,26
"-76.98565674",38.94139862,10,10,10,99
"-76.94149017",38.90148163,9,9,941,23
"-77.01728821",38.8288002,6,6,854,23
"-77.02958679",38.88261032,5,5,5,98
"-76.97830963",38.93965149,10,10,729,43
"-77.00702667",38.93656158,10,10,677,3
"-77.05368042",38.93013,4,4,949,14
"-76.95593262",38.86893845,8,8,277,1
"-77.06968689",38.9042511,4,4,808,33
"-76.97715759",38.84680176,7,7,82,7
"-77.09403992",38.9222908,3,3,240,7
"-77.0185318",38.9280014,10,10,185,23
"-76.94447327",38.91542053,9,9,916,11
"-77.0087204",38.95727158,10,10,516,15
"-76.99022675",38.90076065,10,10,707,3
"-76.97621918",38.91022873,10,10,299,161
"-77.10045624",38.93886185,3,3,170,2
"-76.95037079",38.90322876,9,9,35,58
"-76.97496796",38.87572861,7,7,477,17
"-76.92764282",38.90148163,9,9,818,21
"-77.05581665",38.97603989,1,1,504,3
"-76.9597702",38.89279175,8,8,181,2
"-77.06176758",38.96308136,2,2,362,7
"-76.93997192",38.86869049,8,8,436,105
"-77.0091095",38.87974167,5,5,868,49
"-77.0528183",38.96118164,1,1,426,36
"-77.0253067",38.87517929,5,5,177,9
"-76.98574066",38.9407196,10,10,10,97
"-77.05480957",38.95008087,2,2,910,17
"-77.0186615",38.92818832,10,10,639,24
"-77.00782776",38.8503418,6,6,6,86
"-76.96385193",38.85726929,7,7,839,7
"-76.95526123",38.92118073,9,9,291,7
"-77.02181244",38.97829819,1,1,759,54
"-77.01428986",38.88853073,5,5,1,59
"-76.98409271",38.9253006,10,10,107,13
"-77.05065155",38.91184998,4,4,799,14
"-77.03782654",38.92990875,4,4,130,2
"-77.03489685",38.98806,1,1,938,29
"-77.00552368",38.96162033,10,10,323,12
"-77.05815887",38.94688034,2,2,319,8
"-77.04878998",38.91184998,4,4,193,15
"-77.03694153",38.96495819,1,1,353,16
"-76.96414948",38.88196182,8,8,2,81
"-76.97669983",38.85153961,7,7,491,9
"-77.05740356",38.9500618,2,2,910,8
"-77.03636932",38.99084091,1,1,938,12
"-77.05773926",38.9536705,2,2,540,5
"-76.93166351",38.89973831,9,9,441,9
"-77.03896332",38.9632988,1,1,781,21
"-77.03124237",38.96289825,1,1,423,2
"-77.06639862",38.92995834,4,4,501,4
"-77.01721954",38.9442482,10,10,43,5
"-77.05019379",38.94966125,1,1,602,88
"-77.05767822",38.9536705,2,2,329,26
"-76.93840027",38.9185791,9,9,224,105
"-77.02114105",38.95874023,1,1,1,13
"-77.07038879",38.9103508,4,4,808,7
"-76.93173218",38.89973068,9,9,818,6
"-76.97129059",38.91213989,10,10,905,1
"-77.05011749",38.89561844,5,5,325,10
"-77.005867",38.90763092,5,5,326,3
"-77.00631714",38.95256042,10,10,680,2
"-77.02599335",38.90290833,5,5,81,10
"-77.02191925",38.91239166,5,5,122,4
"-77.04132843",38.88714981,5,5,386,7
"-77.00273895",38.86294174,6,6,83,30
"-76.94850159",38.90187836,9,9,434,9
"-76.97399902",38.89189911,8,8,784,20
"-77.0511322",38.95856094,1,1,472,15
"-76.93232727",38.91650009,9,9,4,44
"-76.9503479",38.9190712,9,9,224,92
"-77.01863861",38.81671143,6,6,643,61
"-77.01583862",38.92676926,10,10,185,9
"-77.02963257",38.90264893,5,5,693,24
"-77.08078766",38.92168045,4,4,730,9
"-76.97177887",38.86265945,7,7,532,6
"-76.96887207",38.92174149,10,10,320,24
"-77.06487274",38.91028976,4,4,725,25
"-77.05026245",38.91212082,4,4,799,19
"-77.01724243",38.93434143,10,10,966,5
"-76.96652985",38.9262085,10,10,320,11
"-76.96208191",38.88690948,8,8,123,16
"-77.02970123",38.95833969,1,1,942,11
"-77.00829315",38.84511185,6,6,745,13
"-76.93195343",38.91053009,9,9,4,15
"-77.10109711",38.93807983,3,3,529,8
"-77.01928711",38.94417953,10,10,43,3
"-77.0006485",38.82685089,6,6,871,3
"-76.94177246",38.91334915,9,9,672,14
"-76.95832062",38.93035126,9,9,736,22
"-77.10185242",38.91173172,3,3,360,8
"-77.01448059",38.91685104,5,5,290,3
"-76.93786621",38.89039993,9,9,600,34
"-77.0165863",38.82020187,6,6,973,12
"-77.01421356",38.89080811,5,5,211,5
"-76.94187164",38.91030884,9,9,51,4
"-77.00705719",38.95186996,10,10,599,10
"-77.01287079",38.83494949,6,6,1000,66
"-77.03701019",38.9278717,4,4,519,49
"-77.05834198",38.92975998,4,4,21,66
"-76.95749664",38.8852005,8,8,228,4
"-77.03556824",38.96757126,1,1,478,11
"-76.96965027",38.91143036,9,9,810,5
"-76.98574066",38.9407196,10,10,10,5
"-77.04393768",38.92057037,4,4,825,4
"-77.02626038",38.88274002,5,5,5,87
"-77.06617737",38.91790009,4,4,351,43
"-76.9561615",38.92771149,9,9,224,37
"-76.9972229",38.87239838,7,7,416,12
"-76.95887756",38.86132812,8,8,230,11
"-76.9699707",38.84632111,7,7,128,18
"-77.04290009",38.9096489,5,5,786,2
"-77.05207825",38.92095184,4,4,98,2
"-77.00473022",38.84569168,6,6,852,7
"-77.06761169",38.93156815,4,4,116,10
"-76.95188141",38.86997986,8,8,841,11
"-77.01223755",38.81814957,6,6,989,13
"-76.98383331",38.9254303,10,10,107,12
"-77.03515625",38.95399094,1,1,346,8
"-77.0626297",38.91545105,4,4,351,16
"-77.01361847",38.96493149,1,1,881,2
"-77.07782745",38.93793869,2,2,388,13
"-77.02294922",38.90966034,5,5,848,1
"-76.97899628",38.86727142,7,7,647,3
"-76.97531891",38.8637619,7,7,536,15
"-77.00350189",38.91556168,10,10,266,2
"-76.97416687",38.89844894,8,8,784,47
"-76.99117279",38.87477875,7,7,999,14
"-77.07100677",38.90103149,4,4,990,3
"-76.96694946",38.90832138,9,9,508,7
"-76.98918915",38.87649155,7,7,467,57
"-77.04660034",38.94578171,1,1,602,4
"-76.98368073",38.94255066,10,10,624,7
"-77.05304718",38.95119858,2,2,728,9
"-77.01217651",38.87297821,5,5,562,4
"-76.98017883",38.87805176,7,7,428,8
"-77.07662964",38.96672058,2,2,911,8
"-76.97193909",38.91796875,10,10,367,2
"-77.05795288",38.92227936,4,4,901,6
"-76.96112061",38.88880157,8,8,611,8
"-76.97705841",38.91149902,10,10,905,11
"-77.10736084",38.93746948,3,3,681,3
"-77.07449341",38.93695068,2,2,714,2
"-77.02854156",38.90256119,5,5,81,4
"-77.03967285",38.96469116,1,1,353,30
"-77.09060669",38.94395828,2,2,254,1
"-77.04070282",38.97232056,1,1,791,7
"-77.01423645",38.89178848,5,5,5,24
"-76.9699707",38.85443878,7,7,584,2
"-76.98957825",38.83853912,7,7,173,27
"-77.01660156",38.92689133,10,10,185,13
"-76.96826935",38.89553833,8,8,769,100
"-77.0960083",38.91783905,3,3,286,14
"-77.02523041",38.88050842,5,5,45,14
"-77.04252625",38.98794174,1,1,625,37
"-76.97621918",38.93508911,10,10,558,7
"-77.10739136",38.92012024,3,3,338,11
"-77.0534668",38.92311859,4,4,598,24
"-77.06894684",38.90504074,4,4,808,21
"-77.01544189",38.8459816,6,6,652,25
"-77.03370667",38.88209152,5,5,872,10
"-77.00392914",38.96376038,10,10,516,36
"-76.98808289",38.86732101,7,7,245,25
"-77.03983307",38.98488998,1,1,413,1
"-77.06584167",38.95466995,2,2,604,11
"-76.99736786",38.95724869,10,10,527,3
"-77.07276917",38.9144783,4,4,766,2
"-77.00202942",38.8812294,5,5,868,73
"-77.06639099",38.92752838,4,4,21,50
"-77.04290009",38.90958023,5,5,786,1
"-77.04862976",38.92401123,4,4,598,6
"-77.05602264",38.97711945,1,1,857,6
"-77.07472992",38.92974854,4,4,792,3
"-77.00817871",38.84840012,6,6,356,27
"-77.01676941",38.91408157,5,5,41,15
"-77.07034302",38.90137863,4,4,655,53
"-77.02088928",38.88251114,5,5,5,74
"-77.02719116",38.82099915,6,6,705,3
"-77.04580688",38.89558029,5,5,484,3
"-77.04180908",38.98635864,1,1,9,27
"-76.99815369",38.93502045,10,10,929,2
"-77.10855865",38.93202972,3,3,316,2
"-77.05838013",38.95851898,2,2,653,15
"-76.931427",38.87567902,8,8,436,78
"-76.97924042",38.93508911,10,10,558,6
"-76.92201996",38.8864212,9,9,757,5
"-76.9675827",38.92316055,10,10,320,17
"-77.10214233",38.9119606,3,3,878,28
"-76.97418976",38.89762115,8,8,784,43
"-76.97054291",38.9090004,8,8,769,20
"-76.93673706",38.90919113,9,9,347,13
"-77.05818939",38.92256165,4,4,687,4
"-77.01365662",38.94221115,10,10,26,5
"-76.97387695",38.89125061,8,8,784,16
"-76.97267914",38.88737869,8,8,984,11
"-77.03983307",38.98488998,1,1,144,21
"-77.02709961",38.82220078,6,6,690,5
"-77.03633118",38.97148895,1,1,1,68
"-77.07045746",38.92955017,4,4,172,3
"-76.95565796",38.86893845,8,8,277,2
"-76.94277191",38.91223145,9,9,672,4
"-77.02189636",38.88589859,5,5,481,8
"-76.95738983",38.88375854,8,8,228,8
"-77.00782776",38.95177841,10,10,227,9
"-77.06491852",38.91038895,4,4,518,6
"-77.005867",38.90370941,5,5,587,6
"-77.01036072",38.94070053,10,10,940,10
"-76.93292236",38.89041901,9,9,54,9
"-76.98629761",38.84246063,7,7,11,2
"-77.00055695",38.82735062,6,6,883,4
"-77.0319519",38.91810989,5,5,731,2
"-77.01390076",38.88687897,5,5,211,19
"-77.07039642",38.90439987,4,4,808,37
"-76.99360657",38.84572983,6,6,162,14
"-76.96793365",38.85797119,7,7,634,4
"-76.99034882",38.86978149,7,7,75,14
"-76.96875763",38.8910408,8,8,769,129
"-77.01309204",38.92359161,10,10,986,20
"-77.02404785",38.93479919,10,10,877,5
"-77.00827789",38.84680939,6,6,6,98
"-76.99617004",38.92557907,10,10,299,75
"-76.97393799",38.92126846,10,10,948,66
"-77.00608063",38.9366188,10,10,880,17
"-76.94297028",38.91225815,9,9,210,38
"-77.03649139",38.92303085,4,4,710,25
"-76.98828125",38.83781815,7,7,173,19
"-77.01673889",38.82963181,6,6,886,47
"-76.94831085",38.87528992,8,8,8,11
"-77.01989746",38.89057159,5,5,457,5
"-77.06903076",38.90430069,4,4,518,87
"-77.01693726",38.82249832,6,6,886,27
"-76.99298096",38.84751892,6,6,162,29
"-77.03640747",38.96612167,1,1,353,11
"-77.01029968",38.85757828,6,6,292,18
"-77.03311157",38.88262939,5,5,872,14
"-77.0739975",38.90924072,4,4,892,28
"-77.01448059",38.90214157,5,5,819,95
"-77.10874176",38.93746948,3,3,795,16
"-77.11699677",38.92945099,3,3,934,13
"-76.95500183",38.8594017,8,8,230,19
"-77.00833893",38.81946945,6,6,976,6
"-77.01425934",38.91493988,5,5,29,5
"-77.04167938",38.9067688,5,5,424,8
"-76.95265198",38.86053848,8,8,633,6
"-77.05545807",38.93685913,4,4,383,6
"-77.0014267",38.86330032,6,6,47,18
"-76.9895401",38.87070084,7,7,657,5
"-76.94525146",38.90322113,9,9,9,18
"-77.09343719",38.93257141,3,3,384,28
"-77.00682831",38.82398987,6,6,186,13
"-77.02191925",38.9096489,5,5,496,4
"-76.99086761",38.9129982,10,10,581,11
"-76.97252655",38.84376144,7,7,128,8
"-77.00364685",38.84284973,6,6,663,1
"-77.0821228",38.93465042,2,2,526,1
"-76.98972321",38.85430145,7,7,165,7
"-76.99874878",38.93421173,10,10,929,13
"-77.05660248",38.94205093,2,2,502,33
"-77.01793671",38.81943893,6,6,886,17
"-77.01687622",38.84616852,6,6,468,3
"-77.07380676",38.90102005,4,4,518,62
"-77.03157043",38.88008881,5,5,156,45
"-76.98165894",38.8519516,7,7,379,24
"-76.9383316",38.88603973,8,8,123,90
"-77.06462097",38.90982056,4,4,725,27
"-76.93917084",38.8934288,9,9,332,8
"-76.99723816",38.95394897,10,10,231,5
"-76.93833923",38.86835861,8,8,436,103
"-77.05925751",38.91051102,4,4,518,2
"-77.06284332",38.95798111,2,2,927,6
"-77.0561676",38.90079117,4,4,775,1
"-77.05535126",38.93014145,4,4,860,9
"-76.99089813",38.83234024,6,6,46,13
"-76.97115326",38.89368057,8,8,88,6
"-76.91503906",38.89498901,9,9,294,5
"-77.00810242",38.93645096,10,10,299,36
"-77.02191925",38.9126091,5,5,122,5
"-76.97057343",38.89416122,8,8,88,2
"-77.09075165",38.9143486,3,3,182,3
"-77.02304077",38.97333145,1,1,750,7
"-77.06017303",38.89374161,4,4,655,1
"-77.00705719",38.93746948,10,10,677,1
"-77.11332703",38.93183899,3,3,934,22
"-77.03643799",38.93059921,4,4,519,39
"-76.96852112",38.85850143,7,7,39,29
"-77.07089996",38.93463898,4,4,96,15
"-76.95478058",38.87881088,8,8,2,4
"-77.00473785",38.96268082,10,10,323,9
"-77.04418182",38.92763901,4,4,330,17
"-76.95865631",38.93014145,9,9,224,31
"-77.02970123",38.90892029,5,5,369,8
"-77.07601929",38.91917038,4,4,967,5
"-77.00064087",38.83533859,6,6,692,21
"-76.97489929",38.90690994,10,10,299,176
"-76.97020721",38.88851929,8,8,3,27
"-77.01555634",38.88251114,5,5,313,43
"-76.96069336",38.89690018,8,8,321,12
"-77.08305359",38.90232849,4,4,518,25
"-77.05059052",38.93334961,4,4,169,43
"-76.96833801",38.91717911,10,10,951,1
"-76.98365784",38.86053085,7,7,983,12
"-77.1122818",38.93024826,3,3,3,10
"-77.02281952",38.93840027,10,10,866,10
"-76.94113922",38.90050888,9,9,506,9
"-77.08193207",38.95331955,2,2,13,2
"-77.02063751",38.97666931,1,1,759,63
"-76.97418976",38.85440063,7,7,175,25
"-77.00782776",38.8503418,6,6,356,34
"-77.01302338",38.88491058,5,5,5,51
"-76.98330688",38.84461975,7,7,418,3
"-77.06638336",38.96633911,2,2,521,1
"-76.95807648",38.88282013,8,8,553,6
"-77.00906372",38.9140892,10,10,268,13
"-76.97821045",38.90808105,8,8,769,46
"-77.04419708",38.97124863,1,1,831,6
"-77.04241943",38.92058945,4,4,825,3
"-76.99098969",38.90307999,10,10,350,6
"-77.05505371",38.94475174,2,2,135,79
"-77.03414154",38.88476181,5,5,156,20
"-77.0256424",38.88151932,5,5,696,31
"-77.09877777",38.90924072,3,3,878,8
"-77.04940033",38.90526962,4,4,588,3
"-77.05522919",38.89188004,5,5,737,2
"-77.0133667",38.88579178,5,5,211,24
"-77.00473785",38.96268082,10,10,516,34
"-76.96166992",38.88808823,8,8,63,7
"-77.07578278",38.91402817,4,4,4,38
"-77.0442276",38.88613892,5,5,208,29
"-77.01542664",38.86973953,5,5,868,11
"-77.07731628",38.9361496,2,2,923,5
"-77.07141876",38.92913055,4,4,443,9
"-77.02256775",38.92734909,10,10,962,17
"-77.04086304",38.90518951,5,5,424,3
"-76.9610672",38.8934288,8,8,490,1
"-76.99669647",38.95547104,10,10,257,2
"-77.02687836",38.94789886,1,1,830,8
"-77.01869965",38.82495117,6,6,62,21
"-77.08892059",38.91292953,3,3,889,6
"-77.03307343",38.88117981,5,5,45,49
"-77.01799011",38.91434097,5,5,819,62
"-77.02799988",38.88203049,5,5,6,40
"-77.01811218",38.91445923,5,5,819,60
"-76.99019623",38.92316818,10,10,431,3
"-77.03742981",38.92023849,4,4,220,13
"-76.95442963",38.91846848,9,9,224,79
"-77.02642822",38.96046829,1,1,1,22
"-77.00531769",38.82014084,6,6,976,16
"-77.04891968",38.9516716,1,1,982,38
"-77.00904083",38.95700073,10,10,55,13
"-76.97976685",38.93508148,10,10,558,5
"-77.03327942",38.88134003,5,5,45,50
"-77.00766754",38.83047867,6,6,658,15
"-76.97210693",38.90407944,8,8,482,15
